id	marque 	modele  	prix_km	prix 	kilometrage	annee     	couleur     	transmission  	Roues motrices	nom_vendeur              	adresse_vendeur                        	Puissance	Cylindrée	carburant	url                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  	ref                    	
21	YAMAHA 	MT-09   	3.4    	8500 	2500	2020-08-01	white       	manual        	rear      	"Benzin im Blut"         	Farbwiesstrasse 21, Niederurnen        	9	847 	petrol  	https://www.motoscout24.ch/fr/d/yamaha-mt-09--2020-occasion?vehid=10327889&accountid=979743&backurl=%2Fmotos%2Fyamaha--mt-09%3Fyearfrom%3D2017%26kmto%3D10000%26yearto%3D2020%26make%3D195%26model%3D2608%26sort%3Dyear_desc&yearfrom=2017&kmto=10000&yearto=2020&make=195&model=2608&sort=year_desc&vehtype=60&eventLabel=vehiclePosition%3A2%20%7C%20sortingOption%3Ayear_desc&packageName=member%3Ams24_starter&sortingPosition=2                                                 	YMT-2500white847       	bike	
22	YAMAHA 	MT-09   	2.833  	9490 	3350	2020-06-01	blue        	manual        	rear      	Odermatt Motos Luzern Gmb	Schrotmättli 13, Luzern                	9	847 	petrol  	https://www.motoscout24.ch/fr/d/yamaha-mt-09--2020-occasion?vehid=10766028&accountid=65247&backurl=%2Fmotos%2Fyamaha--mt-09%3Fyearfrom%3D2017%26kmto%3D10000%26yearto%3D2020%26make%3D195%26model%3D2608%26sort%3Dyear_desc&yearfrom=2017&kmto=10000&yearto=2020&make=195&model=2608&sort=year_desc&vehtype=60&eventLabel=vehiclePosition%3A3%20%7C%20sortingOption%3Ayear_desc&packageName=member%3Ams24_professional&sortingPosition=3                                             	YMT-3350blue847        	bike	
23	YAMAHA 	MT-09   	1.222  	7700 	6300	2020-06-01	gray        	manual        	rear      	Aribike                  	Industriestrasse 12, Rüdtligen         	9	847 	petrol  	https://www.motoscout24.ch/fr/d/yamaha-mt-09--2020-occasion?vehid=10679949&accountid=67996&backurl=%2Fmotos%2Fyamaha--mt-09%3Fyearfrom%3D2017%26kmto%3D10000%26yearto%3D2020%26make%3D195%26model%3D2608%26sort%3Dyear_desc&yearfrom=2017&kmto=10000&yearto=2020&make=195&model=2608&sort=year_desc&vehtype=60&eventLabel=vehiclePosition%3A4%20%7C%20sortingOption%3Ayear_desc&packageName=member%3Ams24_starter&sortingPosition=4                                                  	YMT-6300gray847        	bike	
24	YAMAHA 	MT-09   	1.872  	8950 	4780	2020-06-01	gray        	manual        	rear      	Genève Motos Cash2roues S	Avenue De-Warens 8, Genève             	9	847 	petrol  	https://www.motoscout24.ch/fr/d/yamaha-mt-09--2020-occasion?vehid=10552505&accountid=2006874&backurl=%2Fmotos%2Fyamaha--mt-09%3Fyearfrom%3D2017%26kmto%3D10000%26yearto%3D2020%26make%3D195%26model%3D2608%26sort%3Dyear_desc&yearfrom=2017&kmto=10000&yearto=2020&make=195&model=2608&sort=year_desc&vehtype=60&eventLabel=vehiclePosition%3A5%20%7C%20sortingOption%3Ayear_desc&packageName=member%3Ams24_basic&sortingPosition=5                                                  	YMT-4780gray847        	bike	
25	YAMAHA 	MT-09   	3.013  	9490 	3150	2020-06-01	blue        	manual        	None      	Moto Strahm AG           	Unterdorfstrasse 16, Madiswil          	9	847 	petrol  	https://www.motoscout24.ch/fr/d/yamaha-mt-09--2020-occasion?vehid=10381825&accountid=67238&backurl=%2Fmotos%2Fyamaha--mt-09%3Fyearfrom%3D2017%26kmto%3D10000%26yearto%3D2020%26make%3D195%26model%3D2608%26sort%3Dyear_desc&yearfrom=2017&kmto=10000&yearto=2020&make=195&model=2608&sort=year_desc&vehtype=60&eventLabel=vehiclePosition%3A6%20%7C%20sortingOption%3Ayear_desc&packageName=member%3Ams24_professional&sortingPosition=6                                             	YMT-3150blue847        	bike	
26	YAMAHA 	MT-09   	2.702  	8890 	3290	2020-05-01	black       	manual        	rear      	Moto Strahm AG           	Unterdorfstrasse 16, Madiswil          	9	847 	petrol  	https://www.motoscout24.ch/fr/d/yamaha-mt-09--2020-occasion?vehid=10692279&accountid=67238&backurl=%2Fmotos%2Fyamaha--mt-09%3Fyearfrom%3D2017%26kmto%3D10000%26yearto%3D2020%26make%3D195%26model%3D2608%26sort%3Dyear_desc&yearfrom=2017&kmto=10000&yearto=2020&make=195&model=2608&sort=year_desc&vehtype=60&eventLabel=vehiclePosition%3A7%20%7C%20sortingOption%3Ayear_desc&packageName=member%3Ams24_professional&sortingPosition=7                                             	YMT-3290black847       	bike	
27	YAMAHA 	MT-09   	1.131  	10995	9722	2020-02-01	black       	manual        	rear      	Garage MM Ride           	Avenue Tronchet 3, Thônex              	9	847 	petrol  	https://www.motoscout24.ch/fr/d/yamaha-mt-09--2020-occasion?vehid=10756836&accountid=1894121&backurl=%2Fmotos%2Fyamaha--mt-09%3Fyearfrom%3D2017%26kmto%3D10000%26yearto%3D2020%26make%3D195%26model%3D2608%26sort%3Dyear_desc&yearfrom=2017&kmto=10000&yearto=2020&make=195&model=2608&sort=year_desc&vehtype=60&eventLabel=vehiclePosition%3A8%20%7C%20sortingOption%3Ayear_desc&packageName=member%3Ams24_professional&sortingPosition=8                                           	YMT-9722black847       	bike	
28	YAMAHA 	MT-09   	1.231  	8000 	6500	2019-07-01	gray        	manual        	rear      	Levi Zehnder             	Sternenriedplatz 1, Horw               	9	847 	petrol  	https://www.motoscout24.ch/fr/d/yamaha-mt-09--2018-occasion?vehid=10779299&accountid=1787849&backurl=%2Fmotos%2Fyamaha--mt-09%3Fyearfrom%3D2017%26kmto%3D10000%26yearto%3D2020%26make%3D195%26model%3D2608%26sort%3Dyear_desc&yearfrom=2017&kmto=10000&yearto=2020&make=195&model=2608&sort=year_desc&vehtype=60&eventLabel=vehiclePosition%3A9%20%7C%20sortingOption%3Ayear_desc&packageName=guest%3Ams24_insertion_moto&sortingPosition=9                                          	YMT-6500gray847        	bike	
29	YAMAHA 	MT-09   	1.124  	8990 	8000	2019-06-01	bordeaux    	manual        	rear      	None                     	Inconnue                               	9	847 	petrol  	https://www.motoscout24.ch/fr/d/yamaha-mt-09--2021-occasion?vehid=10752096&accountid=2235141&backurl=%2Fmotos%2Fyamaha--mt-09%3Fyearfrom%3D2017%26kmto%3D10000%26yearto%3D2020%26make%3D195%26model%3D2608%26sort%3Dyear_desc&yearfrom=2017&kmto=10000&yearto=2020&make=195&model=2608&sort=year_desc&vehtype=60&eventLabel=vehiclePosition%3A10%20%7C%20sortingOption%3Ayear_desc&packageName=guest%3Ams24_insertion_moto&sortingPosition=10                                        	YMT-8000bordeaux847    	bike	
30	YAMAHA 	MT-09   	2.408  	8199 	3405	2019-05-01	black       	manual        	rear      	Serge Schöpfer           	Gehristrasse, Kriens                   	9	847 	petrol  	https://www.motoscout24.ch/fr/d/yamaha-mt-09--2019-occasion?vehid=10685432&accountid=2504803&backurl=%2Fmotos%2Fyamaha--mt-09%3Fyearfrom%3D2017%26kmto%3D10000%26yearto%3D2020%26make%3D195%26model%3D2608%26sort%3Dyear_desc&yearfrom=2017&kmto=10000&yearto=2020&make=195&model=2608&sort=year_desc&vehtype=60&eventLabel=vehiclePosition%3A11%20%7C%20sortingOption%3Ayear_desc&packageName=guest%3Ams24_insertion_moto&sortingPosition=11                                        	YMT-3405black847       	bike	
